Ticker,Book Value,EVToEBITDA,PToBV,MarketCap,PToSales,Close
ESCORTS.NS,511.854,8.035,2.837821,19585,2.567928,1447.85
ESSARSHPNG.NS,-216.014,-245.976,22222,205,0.43670452,10.25
ESSDEE.NS,-399.322,65.107,22222,6,22222,1.95
ESTER.NS,61.323,5.303,2.3865435,1220,1.0876383,149.85
EUROCERA.NS,-161.482,-13.134,22222,3,0.17378381,1.05
EUROMULTI.NS,-142.109,-108.6,22222,3,63.37521,1.45
EUROTEXIND.NS,-7.983,-7.46,22222,10,0.43196857,10.85
EVEREADY.NS,87.767,12.236,4.0972123,2612,2.0612037,371.9
EVERESTIND.NS,325.134,5.21,1.3205324,671,0.5348247,442.15
EXCEL.NS,18,30.256,0.18333334,32,4.155286,3.3
EXCELINDUS.NS,677.369,11.857,1.5734408,1340,1.789246,1071.7
EXIDEIND.NS,85.631,3.528,2.1540096,15678,0.9610652,182.85
FACT.NS,-2.699,10.287,22222,7948,2.4391487,126.1
FCL.NS,18.841,24.393,7.104188,1482,5.8965454,136.25
FCSSOFT.NS,1.788,64.572,0.75503355,230,6.7762403,1.4
FDC.NS,102.538,17.506,3.5255222,6102,4.577307,365.45
FEDERALBNK.NS,82.67,22222,1.0076207,16629,2.7108207,85.9
FIEMIND.NS,395.399,7.156,2.7871847,1450,1.3008171,1110.75
FILATEX.NS,34.52,5.703,3.0576477,2339,0.8411284,106.05
FINCABLES.NS,201.082,16.568,2.5526898,7850,2.8359997,518.85
FINPIPE.NS,37.771,8.763,5.014429,11751,3.0392807,196.85
FLEXITUFF.NS,55.172,-125.925,0.27187702,38,0.045428354,15.25
FLFL.NS,50.881,-12.072,1.0534384,1081,0.37447897,52.85
FMGOETZE.NS,141.919,17.504,1.971547,1556,1.6129321,285.6
FMNL.NS,19.251,13.586,0.4493273,49,0.7269495,8.9
FORTIS.NS,81.061,60.395,3.3055356,20229,5.0194783,273.3
FOSECOIND.NS,286.108,21.673,5.21796,960,3.0341218,1502.6
FSL.NS,40.214,18.545,5.1673546,14480,2.6325157,202.4
GABRIEL.NS,48.506,15.582,3.0367377,2119,1.2467414,147.05
GAEL.NS,72.186,6.531,2.5150309,4163,0.8493577,175.45
GAIL.NS,118.058,7.074,1.3052907,68448,1.091069,157.15
GAL.NS,-5.101,-1.694,22222,36,2.1417716,2.3
GALLANTT.NS,81.867,4.737,0.8678711,577,0.47186238,73.15
GALLISPAT.NS,36.902,8.812,1.4430112,1509,1.2139863,56.65
GAMMNINFRA.NS,3.215,25.533,0.5598756,169,0.620974,0
GANDHITUBE.NS,113.155,9.846,3.993637,583,6.223815,463.9
GANECOS.NS,236.943,10.411,2.0753937,1073,1.219595,491.2
GANESHHOUC.NS,103.293,-19.86,1.6191804,872,5.0876465,175.9
GANGOTRI.NS,-71.006,-3976.467,22222,2,22222,0.9
GATI.NS,43.066,82.625,3.229926,1710,1.3015118,140.25
GAYAPROJ.NS,50.582,4.838,1.0675734,1010,0.25867552,56.85
GDL.NS,122.201,12.356,2.147282,3297,2.6249347,258
GEECEE.NS,230.155,3.978,0.6337034,304,6.7888327,149.6
GENESYS.NS,61.902,23.006,2.2648702,438,4.89157,146.55
GENUSPAPER.NS,13.889,12.212,0.70919436,253,0.9798775,10.15
GENUSPOWER.NS,39.251,11.101,1.5872207,1432,2.1868594,64.15
GESHIP.NS,523.469,3.869,0.7186672,5528,1.8202851,369.2
GHCL.NS,261.463,5.634,1.5128335,3760,1.1389661,408.6
GICHSGFIN.NS,228.283,22222,0.66562116,817,1.9336256,154.95
GILLANDERS.NS,133.269,12.392,0.35004392,99,0.21835573,47.5
GILLETTE.NS,285.018,38.212,20.860086,19373,10.067205,6026.1
GINNIFILA.NS,33.158,3.939,0.9997587,234,0.26994732,34.65
GIPCL.NS,192.605,3.298,0.4270398,1244,0.9603042,83.4
GISOLUTION.NS,6.858,22222,0.3937008,2,11.630263,2.6
GITANJALI.NS,560.95,10.491,0.0018718245,12,0.0006848981,1.05
GKWLIMITED.NS,335.437,20.368,1.9850224,397,21.272871,651.15
GLAXO.NS,88.92,34.925,17.307129,26085,7.8093734,1572.95
GLENMARK.NS,250.42,7.95,2.0719192,14649,1.2613163,535.4
GLFL.NS,-1.652,-38.291,22222,9,308.55563,3.25
GLOBALVECT.NS,34.19,14.814,1.5779469,76,0.25745034,52.3
GLOBUSSPR.NS,203.206,7.168,6.4505973,3775,3.0672054,1277.8
GMBREW.NS,276.293,11.705,2.1098979,1066,1.2033113,583.2
GMDCLTD.NS,141.804,-89.444,0.48482412,2186,1.6324577,70.4
GMRINFRA.NS,-0.02,41.498,22222,18986,3.1284976,32.15
GNFC.NS,390.438,3.182,0.856346,5196,1.013209,339.85
GOACARBON.NS,83.272,61.187,4.4252567,337,0.95586646,374.9
GOCLCORP.NS,216.379,132.831,1.2323284,1323,2.9279294,267.4
GODFRYPHLP.NS,450.223,8.707,2.3305118,5456,2.00271,1050.7
GODREJCP.NS,92.366,40.709,11.807375,111512,10.111216,1104.7
GODREJIND.NS,224.543,27.518,2.4351683,18403,1.6862551,554.95
GODREJPROP.NS,324.322,-117.169,5.0244823,45297,58.163635,1640.45
GOENKA.NS,13.273,-21.149,0.09417615,40,11.481926,1.3
GOKEX.NS,67.637,12.247,2.9103894,844,0.6938679,200.55
GOKUL.NS,23.822,12.673,1.175384,277,0.10526669,28.35
GOKULAGRO.NS,23.837,2.52,1.6696732,524,0.062593035,40.55
GOLDENTOBC.NS,-122.723,17.648,22222,170,4.072035,98.3
GOLDIAM.NS,209.766,16.354,4.316238,2007,3.7783577,959.05
GOLDTECH.NS,27.001,11.057,1.1573646,58,1.1906434,29.8
GOODLUCK.NS,155.11,9.049,1.9708594,749,0.39606193,306.35
GPIL.NS,577.71,3.619,2.236416,4552,1.0064104,1353.55
GPPL.NS,46.229,10.884,2.164226,4836,6.594494,103.9
GRANULES.NS,87.736,11.373,3.7367785,8120,2.4225912,333
GRAPHITE.NS,227.096,59.32,2.740471,12161,5.633734,632.35
GRASIM.NS,997.592,9.407,1.5725869,103239,1.2397586,1578.45
GRAVITA.NS,39.676,10.014,5.108882,1400,0.9934311,208.5
GREAVESCOT.NS,33.846,40.613,4.180701,3271,2.1684327,146.25
GREENLAM.NS,237.575,17.69,5.9299173,3400,2.8345804,1401.5
GREENPLY.NS,35.685,16.446,4.9334455,2159,1.6695297,174.8
GREENPOWER.NS,6.126,7.868,0.51420176,239,0.9004766,3.3
GRINDWELL.NS,123.197,41.733,11.773826,16084,9.819806,1457.7
GRPLTD.NS,987.011,14.418,0.9704552,127,0.45648763,953.75
GSCLCEMENT.NS,45.344,5.51,1.1026816,441,0.6984731,51.45
GSFC.NS,191.79,4.468,0.5745868,4395,0.56010777,110.4
GSKCONS.NS,989.489,29.363,10.788902,44984,9.025178,10732.6
GSPL.NS,113.343,6.3,2.834317,18125,1.5712798,334.85
GSS.NS,80.611,-72.173,1.0265348,139,1.1977822,84.05
GTL.NS,-474.671,8.603,22222,249,1.128121,16.3
GTLINFRA.NS,-1.018,5.284,22222,2268,1.6095213,1.7
GTNTEX.NS,53.957,-10.96,0.13899957,8,0.14825213,7.5
GUFICBIO.NS,17.89,22.725,11.450532,1985,4.071998,212.25
GUJALKALI.NS,659.003,8.797,0.7469617,3610,1.3490796,486.5
GUJAPOLLO.NS,425.266,-22.766,0.5163827,259,4.706669,219.6
GUJGASLTD.NS,65.579,23.152,10.113755,45677,4.635343,682.2
GULFOILLUB.NS,172.901,9.423,3.5618646,3101,1.6964123,609.6
GULFPETRO.NS,45.548,14.955,1.2316676,286,0.46904495,56.35
GULPOLY.NS,77.882,7.131,3.2876656,1204,1.5721666,254.75
GVKPIL.NS,-9.396,7.504,22222,436,0.10525792,2.5
HARRMALAYA.NS,62.314,7.742,3.1822705,366,0.81164706,202.8
HATHWAY.NS,22.745,6.823,1.0639701,4283,2.473563,24.5
HATSUN.NS,47.388,27.035,29.615093,30252,5.4315095,1448.75
HAVELLS.NS,82.687,44.223,17.800865,92185,7.958095,1453.1
HBLPOWER.NS,26.947,17.475,1.7998292,1344,1.4586558,49.4
HCC.NS,-10.823,6.332,22222,1544,0.17111629,10.05
HCG.NS,55.545,25.813,4.563867,3177,3.1357067,240.9
HCL-INSYS.NS,-4.927,-3.326,22222,471,1.7159456,14.85
HCLTECH.NS,3.096,1065.181,408.04266,342817,325.29364,1263.1
HDFC.NS,814.73,22222,3.4682043,509733,4.641095,2812.35
HDFCBANK.NS,380.624,22222,4.156727,873990,10.870448,1559.95
HDIL.NS,261.911,0.805,0.017754123,220,0.34206322,4.7
HEG.NS,906.373,-149.277,2.4382899,106216,84.55179,2245.05
HEIDELBERG.NS,65.949,10.952,4.028871,6023,2.6819384,275.65
HERCULES.NS,153.907,56.433,0.92133564,455,4.879623,146.2
HERITGFOOD.NS,128.348,8.598,3.7382739,2229,0.9013659,463.95
HEROMOTOCO.NS,771.748,10.812,3.7992973,58580,1.7490396,2920.4
HESTERBIO.NS,279.7,30.442,9.039507,2150,9.820435,2494.5
HEXATRADEX.NS,117.681,-663.716,1.5185119,987,2276.2803,180.25
HFCL.NS,14.937,16.604,4.974225,9542,2.1575923,77
HGS.NS,998.817,6.867,3.0216746,6329,1.132525,2883.75
HIKAL.NS,75.706,22.47,8.922674,8328,4.841193,696.35
HIL.NS,1193.797,10.568,4.4279304,3937,1.2935723,5278.4
HILTON.NS,41.408,-3.092,0.35500386,18,0.30621904,14.75
HIMATSEIDE.NS,133.727,9.226,1.8223693,2399,0.8290047,245.95
HINDALCO.NS,299.191,7.291,1.5810969,105517,0.7994665,483.3
HINDCOMPOS.NS,552.759,16.296,0.5527726,451,2.4446979,307.45
HINDCOPPER.NS,10.85,26.625,10.7649765,11298,6.202504,116.95
HINDMOTORS.NS,-1.482,-39.21,22222,158,141.71518,7.8
HINDNATGLS.NS,-33.635,8.786,22222,328,0.17422746,38.2
HINDOILEXP.NS,52.904,40.875,3.812566,2667,22.171085,206.5
HINDPETRO.NS,257.671,4.862,1.0981058,40137,0.15043063,282.5
HINDSYNTEX.NS,-1.613,-0.482,22222,2,0.14040427,1.45
HINDUNILVR.NS,202.905,46.837,13.416377,639617,13.19043,2768.25
HINDZINC.NS,76.452,9.099,4.3785644,141442,5.742462,334.9
HIRECT.NS,60.786,16.152,3.257329,328,1.0752976,203.85
HITECHGEAR.NS,147.039,11.6,1.9076571,528,0.80555874,286.4
HMT.NS,-132.251,-64.475,22222,1004,5.252134,28.65
HMVL.NS,206.335,-49.942,0.37172556,565,1.0085156,77.65
HONAUT.NS,2916.786,63.571,14.595225,37732,12.620539,42874.95
HONDAPOWER.NS,596.798,16.135,2.005704,1217,1.2964631,1215.85
HOTELRUGBY.NS,6.256,22222,0.7113171,6,53.74069,4.45
HOVS.NS,46.877,21.389,1.3983405,82,8.582308,62.45
HSIL.NS,178.197,6.799,1.2994046,1498,0.74296147,236.65
HTMEDIA.NS,90.724,-9.676,0.27060094,574,0.51433074,25
HUBTOWN.NS,210.657,-0.066,0.13861395,212,1.4310422,29.8
IBREALEST.NS,67.675,34.255,1.9903952,6124,4.0254064,139.85
IBULHSGFIN.NS,362.126,22222,0.6316862,10578,4.872764,241.85
DHANI.NS,96.841,22222,1.9562994,11569,9.236829,196.35
ICICIBANK.NS,227.825,22222,3.160979,498232,4.8097515,727.2
ICIL.NS,56.871,11.544,4.7273655,5307,1.8291448,267.95
ICRA.NS,787.596,35.146,4.492214,3419,10.9845495,3537.1
ICSA.NS,-293.432,-11.133,22222,0,22222,0.2
IDBI.NS,35.292,22222,1.1093166,42095,4.8607054,42.15
IDEA.NS,-10.873,1.875,22222,32039,0.76398057,11.25
IDFC.NS,51.942,22222,1.0867891,9011,20.391975,57.8
IFBAGRO.NS,428.164,5.121,1.3450454,540,0.6483134,596.15
IFBIND.NS,172.391,20.354,7.018637,4905,1.7513041,1163.25
IFCI.NS,26.856,22222,0.4747542,2617,3.4040182,11.95
IGARASHI.NS,139.683,22.965,3.6658003,1612,2.9909663,529.05
IGL.NS,79.741,22.844,7.0396657,39294,7.953076,570.8
IGPL.NS,266.89,7.552,2.7029862,2221,1.9771268,670.85
IIFL.NS,142.211,22222,1.9724213,10630,2.9240322,295.2
IITL.NS,163.279,14.607,0.4256518,156,14.167974,69.35
IMFA.NS,460.275,5.878,1.5637391,1943,0.9828233,725.1
IMPAL.NS,794.474,12.965,0.9579294,932,1.5889363,762.4
IMPEXFERRO.NS,-26.068,-18.349,22222,8,0.12317662,0.95
INDBANK.NS,14.255,22222,1.6941423,107,14.840772,25.1
INDHOTEL.NS,30.77,-70.956,4.844004,17742,10.517616,155.05
INDIACEM.NS,213.759,9.872,0.8610164,5703,1.2645141,188.3
INDIAGLYCO.NS,344.111,6.805,1.9534395,2082,0.71219426,683.4
INDIANB.NS,349.444,22222,0.39219448,15478,1.1136415,139.2
INDIANCARD.NS,121.503,45.046,1.4077842,101,1.6628569,173.5
INDIANHUME.NS,124.422,14.511,1.6026105,966,0.77854246,203.75
INDIGO.NS,47.983,-150.737,45.76725,84517,5.7728276,1979.85
INDLMETER.NS,95.974,-10.44,0.12711775,10,0.117059454,12.35
INDNIPPON.NS,199.478,10.982,1.7763864,802,1.4406257,357.55
INDOCO.NS,83.359,17.282,5.775021,4440,3.2833242,476.75
INDORAMA.NS,12.77,8.674,4.1464367,1394,0.52861506,54
INDOSOLAR.NS,-27.25,-64.082,22222,100,123.71893,2.75
INDOTECH.NS,111.744,-18.351,1.387099,163,1.1215458,156.85
INDOTHAI.NS,49.75,22222,1.7658291,88,3.236894,87.7
INDOWIND.NS,28.624,19.5,0.21660145,56,3.2960134,6.4
INDRAMEDCO.NS,27.965,6.992,2.81602,721,0.99978095,79.95
INDSWFTLAB.NS,110.928,7.089,0.6062491,397,0.43472782,68.1
INDSWFTLTD.NS,-132.812,20.586,22222,53,0.14716037,9.55
INDTERRAIN.NS,48.287,-12.833,0.8532317,169,0.79419154,41.85
INDUSINDBK.NS,568.756,22222,1.9867923,87444,7.235017,1130.95
INFOMEDIA.NS,-8.925,2352455.2,22222,21,22222,4.35
INFY.NS,2.46,1833.227,687.5203,720708,506.75616,1702.25
INGERRAND.NS,129.445,19.118,7.713314,3147,4.3701744,963.7
INOXLEISUR.NS,56.545,-17.461,5.4151564,3312,25.878052,304.1
INOXWIND.NS,69.323,-31.782,1.4836346,2289,2.9219341,104.85
INSECTICID.NS,396.934,9.786,1.7853096,1475,1.0389153,728.9
INTEGRA.NS,-8.797,-281.062,22222,15,1512.831,4.65
INTELLECT.NS,104.882,25.805,6.460593,9063,6.0523667,662.3
INVENTURE.NS,21.978,22222,0.14105013,26,0.654921,3.45
IOB.NS,10.174,22222,2.1476314,41301,6.121261,22.75
IOC.NS,121.794,4.113,0.97090167,111322,0.2657361,118.35
IOLCP.NS,186.488,5.495,3.1192355,3412,1.7346517,592.6
IPCALAB.NS,370.385,23.513,6.7319136,31642,5.8037496,2571.15
IRB.NS,196.125,7.833,0.87342256,6026,1.1373092,180.6
ISFT.NS,101.075,47.368,1.2475884,185,0.29429242,130.65
ISMTLTD.NS,-87.828,35.627,22222,422,0.2637228,28.4
ITC.NS,49.011,26.389,4.716288,284517,5.394117,230.75
ITDCEM.NS,62.749,7.635,1.2629683,1361,0.4991034,82.25
ITI.NS,26.57,240.889,4.4636807,11071,4.6870193,121.35
IVC.NS,6.225,-1.038,1.0120482,201,3.6709142,6.6
IVP.NS,66.325,10.317,1.7489635,118,0.34184524,118.2
IZMO.NS,170.129,5.673,0.56368995,126,1.087066,97.65
JAGRAN.NS,67.467,8.868,0.93601316,1690,1.3110024,62.25
JAGSNPHARM.NS,44.869,13.099,3.5993671,424,1.9625318,157.9
JAIBALAJI.NS,-160.358,19.931,22222,575,0.16687666,53
JAICORPLTD.NS,78.257,38.528,1.6401088,2290,4.64611,131.55
JAINSTUDIO.NS,12.239,-5.786,0.15524143,5,-149.66922,1.85
JAMNAAUTO.NS,12.607,23.554,7.6505113,3835,3.5527015,92.2
JAYAGROGN.NS,116.293,7.657,2.1411436,740,0.36668226,259.85
JAYBARMARU.NS,103.942,6.98,1.8115872,816,0.44340307,192.3
JAYNECOIND.NS,-21.807,57.367,22222,1260,0.43476912,20.45
JAYSREETEA.NS,128.562,6.655,0.8404506,312,0.3738768,109.95
JBCHEPHARM.NS,210.343,22.831,8.275531,13446,6.324016,1726
JBFIND.NS,23.535,14.428,1.0091354,194,0.08816592,25
JBMA.NS,157.69,10.697,2.8901641,2155,0.89827627,474.9
JETAIRWAYS.NS,-628.459,-0.299,22222,1165,0.046207845,97.65
JHS.NS,29.216,16.092,0.8728094,164,1.3817093,26.1
JIKIND.NS,-3.201,-96.68,22222,3,53.613506,0.5
JINDALPHOT.NS,21.693,-4377.695,5.2782,120,318.41846,114.7
JINDALPOLY.NS,603.366,4.576,1.7274755,4563,1.1179675,1027.75
JINDALSAW.NS,218.388,5.762,0.56321776,3940,0.3309193,121.7
JINDALSTEL.NS,264.037,3.817,1.4641888,39488,0.9990019,395.1
JINDCOT.NS,16.633,338.188,0.20441292,16,0.5165534,3.35
JINDRILL.NS,423.599,8.784,0.329675,406,1.0214324,143.7
JINDWORLD.NS,18.855,12.653,4.5611243,1728,1.0181066,88.85
JISLDVREQS.NS,60.217,-64.712,0.38195196,1719,0.30054623,24.1
JISLJALEQS.NS,60.217,-68.558,0.61195344,1878,0.32831448,37.55
JKCEMENT.NS,480.092,15.168,7.039171,26112,3.9527695,3441.05
JKIL.NS,239.253,4.076,0.811693,1469,0.5715726,197.05
JKLAKSHMI.NS,177.936,7.662,3.8702118,8103,1.7141083,710
JKPAPER.NS,126.877,7.321,1.9183934,4123,1.4014012,248.25
JKTYRE.NS,108.538,5.452,1.4133298,3781,0.35738388,153.95
JMA.NS,58.766,2.64,1.1035292,193,0.58182746,65.25
JMCPROJECT.NS,26.839,7.252,3.8041654,1700,0.37738892,104.95
JMFINANCIL.NS,75.263,22222,1.2031144,8626,4.52336,91.4
JMTAUTOLTD.NS,2.072,-205.367,1.3272201,138,0.55483204,2.75
JOCIL.NS,210.723,6.965,1.1562572,216,0.4070818,247.25
JPASSOCIAT.NS,6.419,20.015,1.5422962,2409,0.365923,10.25
JPINFRATEC.NS,-17.508,-36.735,22222,277,0.29672438,2.05
JPPOWER.NS,5.715,13.403,0.76115483,3032,0.91846156,4.35
JSL.NS,65.723,5.539,2.4922783,7980,0.53761166,167.15
JSLHISAR.NS,125.913,5.322,2.36036,7011,0.61919516,296.35
JUBLPHARMA.NS,375.243,7.906,1.6372056,9774,1.4861357,626.55
JSWENERGY.NS,79.234,8.979,4.0822124,53136,7.4357853,311.35
JSWHL.NS,11390.423,57.514,0.4118109,5193,54.110546,4774.2
JUBLFOOD.NS,85.167,58.516,48.173588,54144,14.186327,4096.35
JUBLINDS.NS,56.849,11.245,8.859435,758,1.2198123,514.95
JUSTDIAL.NS,204.338,38.97,4.8172636,6129,9.078798,988
JVLAGRO.NS,-77.688,0.311,22222,12,0.010508311,0.65
JYOTHYLAB.NS,36.487,20.572,4.711267,6307,3.1503778,177.1
JYOTISTRUC.NS,-883.695,-19.124,22222,170,22222,16.05
KABRAEXTRU.NS,87.161,13.779,2.7781918,772,2.8168967,244.35
KAJARIACER.NS,117.493,26.457,9.830373,18405,6.005133,1180.2
KAKATCEM.NS,287.721,7.752,0.85204065,190,1.4656283,249.05
KALPATPOWR.NS,226.292,5.868,1.8034221,6079,0.43979695,417.95
KALYANIFRG.NS,268.547,7.768,0.76951146,75,0.41585225,203.5
KAMATHOTEL.NS,-61.167,73.075,22222,112,1.7028396,48.65
KAMDHENU.NS,72.689,9.383,2.690916,526,0.83799225,201.05
KANANIIND.NS,5.097,181.616,1.7363155,89,0.28718135,9
KANORICHEM.NS,134.366,8.68,1.4869834,872,0.67694277,210.3
KANSAINER.NS,75.204,35.385,8.1637945,33086,5.6674347,623.6
KARMAENG.NS,19.995,27.014,0.9527381,22,0.77019423,19.65
KARURVYSYA.NS,87.355,22222,0.5712323,3988,1.5497895,45.65
KAUSHALYA.NS,12.337,-10.44,0.21074815,9,4.1393695,2.6
KAVVERITEL.NS,22.198,4797.799,0.47301558,21,3.9080229,10
KAYA.NS,41.743,11.003,10.714372,584,1.8413396,463.3
KCP.NS,69.063,5.542,2.132111,1894,1.2354724,149.35
KCPSUGIND.NS,26.403,2206.132,0.8502822,254,0.77476466,22.9
KDDL.NS,160.25,9.475,2.6636505,548,0.99967766,439.65
KEC.NS,130.722,11.426,3.1884456,10717,0.8172734,428
KECL.NS,-11.633,-14.815,22222,115,0.41696924,17.8
KEI.NS,181.736,13.224,4.6449246,7534,1.6918232,835.45
KELLTONTEC.NS,46.244,5.596,1.1287951,503,0.64915514,54.05
KERNEX.NS,50.045,35.875,1.2238985,76,3.942208,63.5
KESORAMIND.NS,13.703,8.195,5.6155586,1269,0.47863102,77.7
KGL.NS,8.704,4.12,0.028722424,44,0.19490613,0.2
KHAITANLTD.NS,50.287,11.84,0.825263,19,0.43548042,40.45
KHANDSE.NS,20.007,22222,0.877193,21,7.003339,17.8
KICL.NS,10602.903,189.478,0.20542015,950,119.91252,2222.3
KILITCH.NS,78.507,56.822,2.23738,273,3.989115,182.25
KIRIINDUS.NS,581.916,31.081,0.90442604,1769,1.9828684,532
KIRLOSBROS.NS,139.12,13.674,2.6333382,2920,1.0750825,367.2
KIRLOSENG.NS,133.003,6.74,1.6018435,3081,0.8339201,210.25
KIRLOSIND.NS,1798.032,3.213,0.9378309,1637,0.60851413,1678.9
KITEX.NS,101.114,7.528,1.6560516,1115,2.2772448,167.7
KKCL.NS,351.19,46.457,2.5086136,1085,3.5868018,899.5
KMSUGAR.NS,22.087,7.731,1.1703718,239,0.4770555,26.55
KNRCON.NS,69.886,9.312,4.314884,8480,2.9206984,309.1
KOHINOOR.NS,-140.83,29.294,22222,28,0.10605643,7.4
KOKUYOCMLN.NS,24.193,85.365,2.7528622,669,1.6596318,67.8
KOLTEPATIL.NS,113.339,76.181,2.681778,2305,3.6863177,311.85
KOPRAN.NS,50.907,13.875,4.1575813,914,1.8591982,212.6
KOTAKBANK.NS,421.683,22222,4.761752,398053,9.531002,1906.8
KOTARISUG.NS,21.98,9.095,1.4990902,280,0.66743404,33.55
KOTHARIPET.NS,21.019,5.514,2.535801,317,1.3872843,54.55
KOTHARIPRO.NS,377.523,-17.298,0.2619708,295,0.075203046,103
KPRMILL.NS,341.492,13.013,6.5068874,15256,4.3217793,2176.65
KRBL.NS,144.858,6.95,1.8335197,6258,1.4747794,271.35
